15.8189	6.8338	4.5334	2.4039	2.2538
13.1989	2.1333	1.7736	7.3736	2.1333
34.3629	11.4936	13.0742	4.9436	5.0536
33.2478	9.6535	5.0068	9.3537	9.4336
39.5766	12.9845	5.9240	11.4846	9.3736
29.3930	4.2836	10.5134	4.2836	10.5236
35.7213	11.9536	13.5834	5.1362	5.2456
36.1708	5.2143	5.2961	12.3330	13.5236
31.6353	4.7036	7.2242	10.0036	9.9036
21.7330	3.2336	8.5541	3.1286	7.0236
21.3090	3.1136	3.1236	7.5336	7.7436
15.5607	8.6836	2.5036	2.5036	2.0836
49.5946	11.9636	11.8762	11.9136	14.0336
19.2396	3.0833	10.7236	2.5636	3.0833
52.9424	11.1658	15.7736	15.1036	11.0897
33.5110	5.1536	11.9657	8.7436	7.8443
12.4277	2.0088	6.9436	1.6736	2.0088
65.9231	15.2144	16.0989	16.8536	17.9436
40.4598	6.1935	13.9737	10.7303	9.7635
31.4675	5.0036	11.6536	10.0037	5.0036
49.4025	7.4537	13.6329	15.2336	13.2736
34.1069	10.6436	5.0928	10.2936	8.2836
14.4483	8.0636	2.3236	2.3236	1.9364
42.2733	11.1742	11.3436	6.3933	13.5636
20.8358	3.1636	9.1336	2.9416	5.8036
21.7111	3.0436	3.3136	5.7636	9.7939
55.5520	10.8136	15.8636	15.3836	13.6751
9.5196	1.5536	1.2936	5.3336	1.5536
17.8115	2.8536	2.3739	9.9336	2.8536
29.8344	4.3936	8.5236	7.1728	9.9536
26.4957	11.9907	4.2236	4.2236	6.2653
42.3941	11.2936	8.8946	12.9229	9.4836
15.5709	6.2736	2.3430	4.9136	2.2450
7.9499	1.3036	4.4636	1.0936	1.3036
26.4028	7.7336	4.2038	4.2038	10.4636
19.3550	5.6234	2.7512	8.2636	2.9249
18.0465	2.5436	4.9435	2.7536	8.0136
38.2785	12.2736	9.4210	11.1252	5.6536
38.4610	9.7736	12.5037	5.6736	10.7136
41.8995	12.8742	8.9339	6.4932	13.7936
13.6365	4.9737	4.8435	2.0232	2.0137
48.1227	12.9136	10.4836	15.1636	9.7536
24.4839	3.9036	9.1736	7.7038	3.9036
8.0851	4.5340	1.3236	1.3236	1.1060
12.8816	4.6636	1.9107	4.6136	1.9036
27.8588	3.9936	4.1244	9.0025	10.9428
12.3141	1.6633	1.9936	1.9936	6.8836
22.3836	7.9236	3.2640	8.1236	3.2836
15.4465	2.4836	8.6226	2.0683	2.4836
12.9681	2.0935	7.2437	1.7437	2.0935
38.9155	11.9336	9.2636	5.9637	11.9536
17.2579	6.6236	2.5636	5.7733	2.5049
37.1603	5.4328	9.7236	9.3636	12.8436
26.1679	7.7236	4.1733	4.1733	10.3136
19.3540	2.5759	3.0957	3.0957	10.7836
34.5668	10.0313	5.0590	11.8936	7.7930
19.5740	7.8825	2.9253	6.1636	2.8136
38.7140	11.0612	8.6936	11.1537	8.0036
16.2293	9.0536	2.6036	2.6036	2.1736
18.9892	3.0436	2.5336	10.5836	3.0436
22.0909	8.9536	3.3036	6.8743	3.1636
27.0139	10.5536	8.7836	4.0034	3.8836
43.9784	14.0336	12.4336	11.2136	6.4936
32.7636	9.3128	8.1536	10.5736	4.9334
13.5654	1.8236	2.1842	2.1842	7.5736
26.2943	4.0438	7.9542	8.1921	6.3036
47.1559	13.8834	14.3036	7.0131	12.1625
19.7916	3.1639	2.6336	11.0317	3.1639
28.0329	4.0136	6.7039	6.3937	11.1229
32.6695	12.4536	10.9106	4.8036	4.7036
25.4665	3.6536	8.1552	3.7836	10.0749
29.4202	10.8934	4.6836	4.6836	9.3731
33.7455	5.1936	10.4536	10.4536	7.8435
19.9423	11.1134	3.1938	3.1938	2.6534
15.4068	2.4740	2.0636	8.5943	2.4740
32.5070	11.7441	4.7418	11.5035	4.7236
39.7263	10.6236	9.6955	6.0736	13.5336
35.1829	11.6751	5.5862	5.5862	12.5328
35.1728	7.7136	5.2770	10.1436	12.2336
33.0375	4.8641	4.7437	12.7036	10.9236
17.4973	2.8036	2.3336	9.7537	2.8036
49.8897	11.5331	15.4536	11.3255	11.7736
37.2109	9.9245	5.6436	9.8436	11.9936
19.8474	4.9636	3.1736	3.1736	8.7336
32.7493	10.6446	5.2036	5.2036	11.8936
22.6410	8.5204	7.7036	3.3396	3.2836
20.4156	3.1236	9.2736	2.8609	5.3636
8.4686	1.3836	4.7532	1.1562	1.3836
17.3995	2.4936	2.6166	5.3401	7.1536
38.0355	5.8836	12.3444	11.6545	8.3529
24.2273	3.7036	3.3737	11.0836	6.2736
44.2397	13.4625	6.5935	13.2636	11.1236
14.7021	2.3636	1.9736	8.2037	2.3636
23.7070	3.7836	10.2336	6.1136	3.7836
46.0013	6.8028	10.4909	14.3636	14.5436
39.7068	11.2136	11.7236	5.9336	11.0336
36.7388	5.3236	12.8791	5.3536	13.3836
31.3467	7.7436	7.4035	4.8236	11.5836
17.9622	2.8825	2.3936	10.0135	2.8825
32.6887	5.1937	12.2535	10.2452	5.1937
40.6773	6.0535	12.7336	9.6936	12.3939
10.8504	1.4714	1.7635	1.7635	6.0736
24.0350	3.8336	9.1844	7.3836	3.8336
15.8128	8.8236	2.5436	2.5436	2.1136
13.4288	2.1636	1.8036	7.5036	2.1636
30.6982	10.7838	11.1736	4.4541	4.4836
54.7157	15.5032	13.6936	13.5836	12.1340
10.9180	1.4748	1.7736	1.7736	6.1057
50.1467	14.4336	15.4737	7.4336	13.0032
27.1704	9.9636	9.4836	3.9822	3.9436
38.9846	12.3136	9.8836	11.2136	5.7736
27.3676	8.8836	10.7036	3.9330	4.0536
46.2160	11.8736	14.5236	13.0022	7.0136
23.2964	8.2735	3.5747	5.7949	5.8534
18.3428	7.7516	2.9421	2.9421	4.9236
32.2189	4.6429	4.7413	10.7838	12.2536
45.1134	14.2325	12.1436	6.8136	12.1236
30.6086	7.0340	9.9336	4.5236	9.3136
38.6548	11.7436	5.7738	11.4236	9.9132
11.1017	1.8032	6.2134	1.5036	1.8032
11.0544	6.1836	1.7936	1.7936	1.4936
26.8337	4.2736	11.4037	7.0836	4.2736
20.4320	6.5236	3.2646	3.2646	7.5802
39.3847	12.5536	5.8536	12.0828	9.0936
19.4569	6.4623	2.8151	7.4984	2.8858
45.7588	14.5043	10.9040	11.6036	8.9336
15.7475	8.7836	2.5336	2.5336	2.1047
19.0349	2.5337	3.0449	3.0449	10.6128
15.9239	8.8836	2.5588	2.5588	2.1336
43.2099	11.7036	6.4132	13.3737	11.9135
14.6830	8.1936	2.3636	2.3636	1.9716
20.3245	7.8062	6.7640	3.0136	2.9436
30.4628	9.1736	4.3232	12.6236	4.5536
47.3997	13.4036	13.0836	11.3245	9.7740
7.7867	1.2782	1.0723	4.3736	1.2782
10.8600	6.0736	1.7636	1.7636	1.4734
8.5305	1.3936	1.1636	4.7836	1.3936
40.4751	6.0836	9.2031	13.9730	11.4236
14.0039	2.2536	1.8835	7.8227	2.2536
41.1022	6.0576	12.4443	9.4622	13.3336
19.2574	2.7236	2.9236	5.4335	8.3836
40.9330	13.2436	13.1836	6.0436	8.6636
29.2677	4.6547	12.1828	7.9736	4.6547
34.2753	11.0836	5.0736	10.9136	7.4036
32.2945	8.4136	8.2553	4.9236	10.9036
7.5465	1.2436	1.0350	4.2376	1.2436
25.0532	9.2736	3.6786	8.6736	3.6349
24.2116	3.6942	11.0436	3.3738	6.3036
31.1365	9.4036	4.4136	12.8651	4.6536
34.1863	5.1536	9.6135	10.0836	9.5436
7.9065	1.2942	4.4356	1.0836	1.2942
52.7320	13.1436	7.8136	16.2626	15.7134
36.6232	9.8436	10.6555	5.4842	10.8336
39.6926	14.2136	11.2936	8.6236	5.7636
31.3229	9.9933	10.1859	4.6313	6.7163
7.1376	4.0136	1.1736	1.1736	0.9836
27.4220	4.3641	8.1439	10.7436	4.3641
26.9696	8.8435	3.8816	10.4635	3.9916
22.8088	8.8636	7.4836	3.3836	3.2892
5.0213	0.8436	2.8357	0.7090	0.8436
19.4542	3.1136	2.5936	10.8436	3.1136
17.6371	2.6298	6.8836	2.5536	5.7740
28.0261	9.5036	4.4636	4.4636	9.8029
19.7147	3.1536	10.9837	2.6236	3.1536
13.2220	2.1336	7.3836	1.7766	2.1336
25.3357	4.0423	5.7536	11.7039	4.0423
37.1415	13.3036	13.2436	5.4025	5.3936
34.5504	5.1536	11.7136	7.4436	10.4431
41.0099	12.4436	9.4236	6.3044	13.0336
31.5617	10.4736	12.1014	4.5430	4.6529
7.3224	4.1136	1.2036	1.2036	1.0107
8.5118	1.1636	1.3936	1.3936	4.7736
42.6915	12.6182	13.6923	6.3036	10.2835
34.6037	12.3136	8.8236	8.6336	5.0336
39.5824	14.1736	14.1102	5.7536	5.7436
44.9158	13.9936	14.6436	6.6136	9.8636
13.1495	2.1236	1.7711	7.3436	2.1236
56.8603	16.2336	12.8336	12.7736	15.2136
22.7696	6.0842	5.7736	3.4936	7.6236
18.3840	10.2476	2.9436	2.9436	2.4536
10.3311	1.4039	1.6801	1.6801	5.7839
19.4317	2.5869	3.1135	3.1135	10.8327
24.9436	3.5336	3.7526	7.3536	10.5136
40.9863	11.4336	10.4453	6.2336	13.0641
37.4145	5.5336	11.3736	8.7541	11.9536
24.1923	3.3836	3.6836	6.4736	10.8541
31.8807	5.0710	10.7936	11.1536	5.0710
42.8537	12.0236	10.0536	12.0436	8.9248
31.6356	9.9335	4.7217	9.6336	7.5536
8.9094	4.9936	1.4536	1.4536	1.2136
50.0290	15.2651	7.6355	12.1440	15.1736
47.0988	14.1527	7.1036	12.7836	13.2634
7.9811	1.3119	4.4827	1.0936	1.3119
45.9867	14.6836	9.9234	7.1132	14.4736
36.9392	11.7968	9.0443	10.8336	5.4636
15.8385	4.8836	6.5014	2.2746	2.3839
31.7068	7.0436	4.7255	9.6736	10.4636
24.4380	6.5636	10.9436	3.4236	3.7145
25.1142	3.7036	9.5636	3.6262	8.4234
21.2957	3.2462	2.9838	9.5636	5.7036
16.8507	2.7036	9.3956	2.2536	2.7036
23.7818	6.8336	3.5136	7.9736	5.6669
40.7892	12.0533	12.1634	8.6236	8.1536
38.5493	5.6336	8.1224	11.7408	13.2536
34.7618	5.0036	11.6436	5.1052	13.2042
15.3679	2.4736	2.0564	8.5736	2.4736
47.4530	14.9336	7.0136	14.9536	10.7438
26.3952	3.7434	7.8036	3.9636	11.0936
25.2012	9.4136	3.7036	8.6336	3.6536
34.5131	5.2936	12.6436	8.5236	8.2536
18.8879	2.5145	3.0234	3.0234	10.5252
13.0779	2.1136	7.3036	1.7626	2.1136
17.5077	6.9717	2.6210	5.6036	2.5236
15.4738	2.4846	8.6336	2.0736	2.4846
5.7168	0.9536	0.8025	3.2236	0.9536
20.0326	8.7554	3.0436	5.6129	2.8324
22.3921	5.6836	3.5736	3.5736	9.7636
12.7441	7.1236	2.0565	2.0565	1.7136
18.2748	5.3436	2.9270	2.9270	7.2827
15.9267	2.5617	8.8836	2.1336	2.5617
17.0657	6.1036	2.7356	2.7356	5.6936
46.9253	14.0021	13.0736	10.4136	9.6336
42.6886	13.4048	11.7237	6.4337	11.3235
7.9592	4.4642	1.3036	1.3036	1.0936
18.0635	2.8936	10.0736	2.4132	2.8936
32.8615	12.3033	5.2236	5.2236	10.3141
23.5200	3.7536	8.3612	7.8627	3.7536
27.2653	7.9336	4.3436	4.3436	10.8509
